,RK,Team,Year,Conf,playoffs_y_n,G,W,L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,W%,MP_scalnorm,FG_scalnorm,FGA_scalnorm,FG%_scalnorm,3P_scalnorm,3PA_scalnorm,3P%_scalnorm,2P_scalnorm,2PA_scalnorm,2P%_scalnorm,FT_scalnorm,FTA_scalnorm,FT%_scalnorm,ORB_scalnorm,DRB_scalnorm,AST_scalnorm,STL_scalnorm,BLK_scalnorm,TOV_scalnorm,PF_scalnorm,PTS_scalnorm,W%_scalnorm
23,24,Sacramento Kings,2017,West,0,82,32,50,242.4,37.9,82.1,0.461,9,23.9,0.376,28.9,58.2,0.496,18.1,23.3,0.775,8.7,32.3,22.5,7.6,4,14.6,20.3,102.8,0.390243902,0.313230241,-0.234919902,-0.426452932,0.062607524,-0.062607524,-0.201757725,0.33676837,-0.142254426,-0.075394843,-0.088333197,0.049942969,0.049942969,-0.01242708,-0.426452932,-0.271551259,-0.01242708,-0.037374666,-0.291624092,0.142254426,0.075394843,-0.234919902,-0.201757725
24,25,Philadelphia 76ers,2017,East,0,82,28,54,241.8,37.7,85.3,0.442,10.1,29.8,0.34,27.5,55.5,0.496,17,22,0.771,9.8,33,23.8,8.4,5.1,16.7,21.9,102.4,0.341463415,0.061184858,-0.179506,-0.006623946,-0.179506,0.075825182,0.125218208,-0.13470735,-0.107541935,-0.125218208,-0.047083812,-0.116186683,-0.13470735,-0.033371383,-0.026620857,-0.061184858,0.116186683,0.227310124,0.125218208,0.796650028,0.227310124,-0.144743642,-0.19338771
25,26,Detroit Pistons,2017,East,0,82,37,45,241.5,39.9,88.8,0.449,7.7,23.4,0.33,32.2,65.5,0.492,13.9,19.3,0.719,11.1,34.6,21.1,7,3.8,11.9,17.9,101.3,0.451219512,0.004641693,0.101428301,0.55824807,-0.063903769,-0.135515361,-0.116996,-0.159286303,0.195266296,0.195266296,-0.075359412,-0.55824807,-0.195266296,-0.195266296,0.075359412,0.108925792,-0.081417171,-0.116996,-0.195266296,-0.174835659,-0.159286303,-0.116996,-0.032993719
26,27,Orlando Magic,2017,East,0,82,29,53,241.5,38.3,87,0.44,8.5,26.1,0.328,29.7,60.9,0.488,16,21.4,0.747,9.8,33.3,22.2,7.1,4.8,13.3,19.3,101.1,0.353658537,0.010508599,-0.144675456,0.097067088,-0.395820609,-0.229629425,0,-0.442074716,-0.010508599,0.120293318,-0.284778377,-0.306801101,-0.306801101,-0.213707289,-0.042232819,-0.010508599,-0.052942232,-0.184325065,0,-0.15741889,-0.085790872,-0.306801101,-0.264874043
27,28,Utah Jazz,2017,West,1,82,51,31,240.9,37,79.5,0.466,9.6,26,0.372,27.3,53.5,0.511,17.1,22.9,0.747,9.4,33.8,20.1,6.7,5,13.6,18.8,100.7,0.62195122,-0.189170806,-0.222353526,-0.779278723,0.089205588,0.032643705,-0.019487235,0.097063075,-0.12248777,-0.163318958,0.089205588,-0.089205588,-0.006479508,-0.131769997,-0.052897882,0.032643705,-0.222353526,-0.272579303,0.081586026,-0.039311042,-0.105196935,-0.222353526,0.131769997
28,29,Memphis Grizzlies,2017,West,1,82,43,39,242.7,36.4,83.6,0.435,9.4,26.5,0.354,27,57.1,0.473,18.3,23.4,0.784,10.8,32,21.3,8,4.2,12.9,22.4,100.5,0.524390244,0.190878954,-0.21318435,-0.110735579,-0.609474109,0.010144743,0.015240972,-0.015240972,-0.127731803,-0.046809246,-0.609474109,0.036021294,0.036021294,0.030745177,0.058009771,-0.147950541,-0.058009771,0.036021294,-0.063808454,-0.118921057,0.21318435,-0.21318435,0.036021294
29,30,Dallas Mavericks,2017,West,0,82,33,49,241.2,36.2,82.3,0.44,10.7,30.2,0.355,25.5,52.2,0.489,14.8,18.5,0.801,7.9,30.7,20.8,7.5,3.7,11.9,19.1,97.9,0.402439024,-0.034311617,-0.360491723,-0.08750978,-0.112901076,0.070339422,0.065497876,-0.002997398,-0.360491723,-0.08750978,-0.065497876,-0.126094271,-0.360491723,0.08750978,-0.360491723,-0.360491723,-0.08750978,-0.021305873,-0.360491723,-0.112901076,-0.037741422,-0.360491723,-0.041266206
0,1,Golden State Warriors,2018,West,1,82,58,24,240.6,42.8,85.1,0.503,11.3,28.9,0.391,31.5,56.2,0.56,16.6,20.3,0.815,8.4,35.1,29.3,8,7.5,15.5,19.6,113.5,0.707317073,-0.058318656,0.344892532,-0.058318656,0.344892532,0.046557973,-0.005740762,0.344892532,0.072281569,-0.026488671,0.344892532,-0.008624645,-0.039480535,0.344892532,-0.108015623,0.058318656,0.344892532,0.042958095,0.344892532,0.072281569,-0.002867695,0.344892532,0.09840904
1,2,Houston Rockets,2018,West,1,82,65,17,240.9,38.7,84.2,0.46,15.3,42.3,0.362,23.4,41.9,0.558,19.6,25.1,0.781,9,34.5,21.5,8.5,4.8,13.8,19.5,112.4,0.792682927,-0.032238333,-0.05228263,-0.101896084,0.00349016,0.419755311,0.419755311,0.014026543,-0.419755311,-0.419755311,0.146823732,0.146823732,0.119769822,0.048050227,-0.061218823,0.039952328,-0.094581804,0.087971092,0.006986859,-0.028493229,-0.021174733,0.146823732,0.419755311
2,3,New Orleans Pelicans,2018,West,1,82,48,34,243.4,42.7,88.3,0.483,10.2,28.2,0.362,32.5,60.1,0.54,16.1,20.9,0.772,8.7,35.7,26.8,8,5.9,14.9,19.1,111.7,0.585365854,0.71597566,0.250436899,0.204291107,0.250436899,-0.029991963,-0.029991963,0.023925042,0.224233783,0.130085886,0.161327963,-0.048600834,-0.029991963,0.011917469,-0.150052087,0.224233783,0.204291107,0.089178361,0.204291107,0.08195916,-0.096651484,0.187897154,0.074958558
3,4,Toronto Raptors,2018,East,1,82,59,23,241.8,41.3,87.4,0.472,11.8,33,0.358,29.5,54.4,0.541,17.3,21.8,0.794,9.8,34.2,24.3,7.6,6.1,13.4,21.7,111.7,0.719512195,0.109308712,0.297908585,0.189698429,0.164108745,0.235257354,0.297908585,-0.043735938,0.043735938,-0.189698429,0.297908585,0.109308712,0.034888819,0.253450476,0.026108939,0.061707203,0.189698429,-0.061707203,0.365200929,-0.189698429,0.253450476,0.274002016,0.365200929
4,5,Cleveland Cavaliers,2018,East,1,82,50,32,240.6,40.4,84.8,0.476,12,32.1,0.372,28.4,52.6,0.54,18.1,23.3,0.779,8.5,33.7,23.4,7.1,3.8,13.7,18.6,110.9,0.609756098,-0.188859137,0.106306586,-0.234076635,0.251666655,0.318687836,0.234076635,0.202929976,-0.085780913,-0.318687836,0.251666655,0.202929976,0.139115497,0.085780913,-0.271128755,-0.018590885,0.075815805,-0.1755554,-0.349797796,-0.116933042,-0.234076635,0.234076635,0.202929976
5,6,Denver Nuggets,2018,West,0,82,46,36,242.4,40.7,86.6,0.47,11.5,30.9,0.371,29.2,55.7,0.525,17.1,22.3,0.767,11,33.5,25.1,7.6,4.9,15,18.7,110,0.56097561,0.357351606,0.198721434,0.074260211,0.140113612,0.248919064,0.198721434,0.231384548,0.036812207,-0.140113612,0.183356229,0.099926323,0.087003853,-0.061665332,0.514913764,-0.11306048,0.308516379,-0.087003853,0.074260211,0.214695637,-0.267464632,0.267464632,0.036812207
6,7,Philadelphia 76ers,2018,East,1,82,52,30,241.2,40.8,86.6,0.472,11,29.8,0.369,29.9,56.7,0.526,17.1,22.8,0.752,10.9,36.5,27.1,8.3,5.1,16.5,22.1,109.8,0.634146341,-0.010355217,0.121388328,0.031383051,0.097785248,0.047780404,0.036768632,0.071215196,0.047780404,-0.015557179,0.097785248,0.042229788,0.059213307,-0.083981514,0.17751074,0.622118952,0.217607315,0.097785248,0.071215196,0.622118952,0.217607315,0.097785248,0.130381873
7,8,Minnesota Timberwolves,2018,West,1,82,47,35,241.5,41,86.1,0.476,8,22.5,0.357,33,63.6,0.519,19.4,24.1,0.804,10.3,31.6,22.7,8.4,4.2,12.5,18.2,109.5,0.573170732,0.017021154,0.123650489,0,0.114774639,-0.509371383,-0.509371383,-0.030104997,0.509371383,0.178170008,0.048481989,0.145340197,0.106752566,0.178170008,0.074288796,-0.123650489,-0.021337384,0.092547877,-0.074288796,-0.178170008,-0.145340197,0.068761416,0.025695453
8,9,Los Angeles Clippers,2018,West,0,82,42,40,240.3,40.3,85.4,0.471,9.5,26.8,0.354,30.8,58.6,0.525,19,25.5,0.743,10.1,33.7,22.3,7.7,4.5,14.7,20,109,0.512195122,-0.847025719,0.065053846,-0.088678749,0.096960722,-0.096960722,-0.096960722,-0.123533679,0.133136307,0.050061129,0.105501303,0.205616467,0.296276125,-0.177517176,0.065053846,-0.014098807,-0.096960722,0.014098807,-0.057496587,0.065053846,0.042728568,0.096960722,-0.035481602
9,10,Charlotte Hornets,2018,East,0,82,36,46,241.2,39,86.7,0.45,10,27.2,0.369,28.9,59.4,0.487,20.2,27,0.747,10.1,35.4,21.6,6.8,4.5,12.7,17.2,108.2,0.43902439,-0.008980318,-0.018028533,0.041436429,-0.067199673,-0.036622788,-0.051351345,0.0617597,-0.022600215,0.084801951,-0.130968614,0.539517996,0.539517996,-0.084801951,0.041436429,0.130968614,-0.091228315,-0.153942005,-0.036622788,-0.153942005,-0.539517996,0.051351345,-0.041436429
10,11,Los Angeles Lakers,2018,West,0,82,35,47,242.7,40.7,88.4,0.461,10,29.1,0.345,30.7,59.3,0.517,16.6,23.3,0.714,10.7,35.7,23.8,7.7,4.7,15.8,21.2,108.1,0.426829268,0.21552141,0.101964616,0.264203931,0.018888463,-0.051272522,0.006280416,-0.264203931,0.101964616,0.101964616,0.058011701,-0.018888463,0.094080679,-0.755334319,0.183358274,0.236560376,0.118724166,0.012572597,-0.018888463,0.264203931,0.118724166,0.058011701,-0.071892751
11,12,Oklahoma City Thunder,2018,West,1,82,48,34,241.8,39.9,88.1,0.453,10.7,30.4,0.354,29.1,57.7,0.505,17.3,24.2,0.716,12.5,32.6,21.3,9.1,5,14,20.2,107.9,0.585365854,0.066651445,0.032115031,0.15454249,-0.026668171,0.005293413,0.054682183,-0.092848606,0,-0.005293413,-0.005293413,0.066651445,0.15454249,-0.222682797,0.63662928,-0.133422905,-0.199383582,0.63662928,0.048894836,-0.015920035,0.060594401,0.037626226,0.066651445
12,13,Washington Wizards,2018,East,1,82,43,39,242.1,39.9,85.6,0.467,9.9,26.5,0.375,30,59.1,0.508,16.8,21.8,0.772,10,33.1,25.2,7.9,4.3,14.6,21.3,106.6,0.524390244,0.336047251,0.093301831,-0.109313166,0.142051168,-0.176041197,-0.249677092,0.485389491,0.176041197,0.176041197,0.030786066,0.061804896,0.061804896,0.030786066,0.077477403,-0.193638357,0.44898282,0.176041197,-0.21172282,0.077477403,0.336047251,0.061804896,-0.046251502
13,14,Brooklyn Nets,2018,East,0,82,28,54,242.1,38.2,86.8,0.441,12.7,35.7,0.356,25.5,51.1,0.5,17.4,22.6,0.772,9.7,34.8,23.7,6.2,4.8,15.2,20.6,106.6,0.341463415,0.133267531,-0.192492748,0.069813324,-0.256562093,0.256562093,0.256562093,-0.05633377,-0.256562093,-0.256562093,-0.043350736,0.09901539,0.05633377,0.012208947,0.006098761,0.08396372,0.09901539,-0.733487017,0.012208947,0.133267531,0.09901539,0.024510202,-0.09901539
14,15,Milwaukee Bucks,2018,East,1,82,44,38,241.8,39.7,83,0.478,8.8,24.7,0.355,31,58.3,0.531,18.3,23.4,0.783,8.4,31.5,23.2,8.8,5.4,13.8,21.4,106.5,0.536585366,0.116851298,0.027910524,-0.318465053,0.318465053,-0.270939218,-0.202788115,-0.116851298,0.202788115,0.046753831,0.202788115,0.233913001,0.175432676,0.150667939,-0.349553265,-0.318465053,0.027910524,0.349553265,0.233913001,-0.075762805,0.233913001,0.009280252,0.009280252
15,16,Portland Trail Blazers,2018,West,1,82,49,33,240.9,39.3,87,0.452,10.3,28.1,0.366,29,58.8,0.493,16.7,20.9,0.8,10.2,35.3,19.5,7,5.2,13.5,19.5,105.6,0.597560976,-0.067035051,0.007257294,0.117824561,-0.059247636,-0.014528184,-0.051585733,0.051585733,-0.021826443,0.067035051,-0.117824561,0.007257294,-0.036562189,0.24904439,0.099913645,0.182923433,-0.87282175,-0.170305651,0.137190952,-0.127295877,-0.044029859,-0.014528184,0.137190952
16,17,Indiana Pacers,2018,East,1,82,48,34,240.9,40.8,86.4,0.472,9,24.5,0.369,31.8,61.9,0.513,14.9,19.2,0.779,9.6,32.7,22.2,8.8,4.1,13.3,18.8,105.6,0.585365854,-0.096243529,0.244511141,0.03133665,0.196967723,-0.244511141,-0.262626737,0.143447967,0.304198067,0.304198067,0.052493047,-0.211894104,-0.282362194,0.096243529,-0.020858397,-0.227681149,-0.169163018,0.392462295,-0.244511141,-0.262626737,-0.196967723,-0.020858397,0.131195252
17,18,New York Knicks,2018,East,0,82,29,53,241.8,40.7,87.7,0.464,8.2,23.3,0.352,32.5,64.4,0.504,14.9,19,0.787,10.5,33.6,23.3,6.7,5.1,14.7,20.5,104.5,0.353658537,0.077268047,0.099629338,0.154675225,0.043619534,-0.258152914,-0.258152914,-0.154675225,0.231142475,0.738035027,-0.024662178,-0.124796007,-0.210585361,0.154675225,0.154675225,-0.037230487,0.030916022,-0.258152914,0.08448434,0.056683069,0.08448434,-0.030916022,-0.08448434
18,19,Utah Jazz,2018,West,1,82,48,34,240.9,38.3,82.9,0.462,10.8,29.6,0.366,27.5,53.3,0.515,16.8,21.5,0.779,9,34.2,22.4,8.6,5.1,14.7,19.6,104.1,0.585365854,-0.123970851,-0.314953688,-0.564603099,0.067616055,0.05393835,0.067616055,0.095399752,-0.27293983,-0.338288303,0.095399752,0.05393835,0.013421232,0.123970851,-0.235413832,0.095399752,-0.153634618,0.391836145,0.184774673,0.123970851,-0.013421232,-0.095399752,0.168992006
19,20,Boston Celtics,2018,East,1,82,55,27,241.5,38.3,85.1,0.45,11.5,30.4,0.377,26.9,54.7,0.491,16,20.7,0.771,9.4,35.1,22.5,7.4,4.5,14,19.7,104,0.670731707,0.04741613,-0.27686952,-0.239935973,-0.176739196,0.239935973,0.121879561,0.49633135,-0.344455358,-0.191549895,-0.257812262,-0.135057136,-0.108980308,-0.035483713,-0.108980308,0.239935973,-0.108980308,-0.191549895,-0.096320142,-0.035483713,0.035483713,-0.108980308,0.344455358
20,21,Phoenix Suns,2018,West,0,82,21,61,240.3,38.5,87.1,0.442,9.3,27.9,0.334,29.1,59.2,0.492,17.7,23.9,0.741,10.3,33.9,21.3,6.9,4.5,15.7,22,103.9,0.256097561,-0.522390137,-0.082109778,0.082109778,-0.149054871,-0.070518853,-0.040120963,-0.522390137,0,0.05979904,-0.082109778,0.082109778,0.09491326,-0.126810806,0.076187504,0.008695223,-0.163605445,-0.126810806,-0.035460139,0.149054871,0.149054871,-0.049721115,-0.522390137
21,22,Detroit Pistons,2018,East,0,82,39,43,241.5,39.1,86.9,0.45,10.8,28.9,0.373,28.3,58,0.488,14.7,19.8,0.745,10.1,33.6,22.8,7.7,3.9,13.5,18.4,103.8,0.475609756,0.052721498,-0.013118448,0.180606147,-0.19651446,0.052721498,-0.026261472,0.330656503,-0.150168614,0.039453969,-0.330656503,-0.355504153,-0.247989445,-0.286658752,0.121174062,-0.079589362,-0.013118448,0.026261472,-0.382996303,-0.230102884,-0.382996303,-0.180606147,-0.093247529
22,23,Miami Heat,2018,East,1,82,44,38,243,38.8,85.3,0.455,11,30.6,0.36,27.8,54.8,0.508,14.7,19.5,0.755,9.3,34.2,22.7,7.6,5.3,14.4,20.1,103.4,0.536585366,0.574193538,-0.12607664,-0.221599365,-0.041050236,0.12607664,0.187913285,-0.013649207,-0.187913285,-0.187913285,0.027323984,-0.369887483,-0.298256668,-0.187913285,-0.156244281,0.097020227,-0.068764592,-0.097020227,0.298256668,0.013649207,0.12607664,-0.258022841,0.013649207
23,24,Orlando Magic,2018,East,0,82,25,57,240.6,38.8,85.9,0.452,10.3,29.3,0.351,28.5,56.5,0.504,15.5,20.5,0.757,8.8,32.8,23.4,7.6,4.9,14.5,19.3,103.4,0.304878049,-0.305623201,-0.138815827,-0.060397235,-0.12268969,-0.030084887,0.045198083,-0.5157198,-0.106823462,-0.091176799,-0.060397235,-0.243990475,-0.172031703,-0.172031703,-0.328393477,-0.263603626,0.12268969,-0.106823462,0.091176799,0.045198083,-0.138815827,-0.284094295,-0.378796873
24,25,Atlanta Hawks,2018,East,0,82,24,58,240.3,38.2,85.5,0.446,11.2,31,0.36,27,54.5,0.495,15.8,20.2,0.785,9.1,32.8,23.7,7.8,4.2,15.6,19.6,103.4,0.292682927,-0.81288396,-0.213329294,-0.062431668,-0.147693191,0.093052447,0.127769873,-0.006758927,-0.170361846,-0.127769873,-0.093052447,-0.093052447,-0.109733397,0.127769873,-0.093052447,-0.118554306,0.109733397,0.048043274,-0.118554306,0.197328516,-0.006758927,-0.127769873,-0.213329294
25,26,Chicago Bulls,2018,East,0,82,27,55,242.1,38.7,88.8,0.435,11,31.1,0.355,27.6,57.8,0.478,14.6,19.2,0.759,9.6,35,23.5,7.6,3.5,14,19.2,102.9,0.329268293,0.08691502,-0.059583243,0.478368873,-0.478368873,0.036740012,0.08691502,-0.050082486,-0.064576304,0.003977517,-0.478368873,-0.136494174,-0.107788966,-0.036740012,-0.007962486,0.064576304,0.045531169,-0.028272679,-0.478368873,-0.011962455,-0.050082486,-0.100255151,-0.080888472
26,27,San Antonio Spurs,2018,West,1,82,47,35,240.6,39,85.4,0.457,8.5,24.1,0.352,30.6,61.2,0.499,16.1,20.9,0.772,10.4,33.9,22.8,7.7,5.6,13.1,17.2,102.7,0.573170732,-0.137717895,-0.027215801,-0.085268696,-0.006771983,-0.232390228,-0.197709689,-0.170690928,0.093232193,0.170690928,-0.062552265,-0.055285612,-0.034117193,0.013556652,0.147978485,0.013556652,-0.006771983,0.013556652,0.197709689,-0.197709689,-0.814454183,-0.197709689,0.041085483
27,28,Dallas Mavericks,2018,West,0,82,24,58,241.5,38.1,85.9,0.444,11.8,32.8,0.36,26.4,53.1,0.496,14.2,18.7,0.763,8.1,33.1,22.7,7,3.8,12.3,19.2,102.3,0.292682927,0.01931581,-0.202189463,-0.01931581,-0.130247637,0.130247637,0.140320059,-0.004806264,-0.1649338,-0.140320059,-0.055017943,-0.202189463,-0.202189463,-0.034163512,-0.578040757,-0.060517562,-0.024213919,-0.112787757,-0.181034458,-0.578040757,-0.060517562,-0.1649338,-0.151698192
28,29,Memphis Grizzlies,2018,West,0,82,22,60,240.3,36.7,82.8,0.444,9.2,26.2,0.352,27.5,56.5,0.486,16.6,21.1,0.786,9.5,31,21.5,7.5,4.8,15,23.2,99.3,0.268292683,-0.421710901,-0.421710901,-0.421710901,-0.095022449,-0.06628492,-0.06628492,-0.088380939,-0.071308047,-0.021273383,-0.120327815,-0.010545623,-0.003506421,0.076620811,-0.021273383,-0.421710901,-0.095022449,-0.048274087,0.00701941,0.061504034,0.421710901,-0.147507766,-0.147507766
29,30,Sacramento Kings,2018,West,0,82,27,55,240.9,38.8,86.1,0.45,9,24,0.375,29.8,62.1,0.479,12.3,16.7,0.735,9.5,31.4,21.6,7.8,4.1,13.7,20,98.8,0.329268293,-0.039705811,-0.039705811,0,-0.064393038,-0.100874452,-0.147512524,0.135674938,0.030554961,0.147512524,-0.180833025,-0.516984699,-0.516984699,-0.147512524,-0.02607951,-0.180833025,-0.087418109,0.030554961,-0.100874452,-0.054125342,0.02607951,-0.516984699,-0.087418109
0,1,Milwaukee Bucks,2019,East,1,82,60,22,241.2,43.4,91.1,0.476,13.5,38.2,0.353,29.9,52.9,0.565,17.9,23.2,0.773,9.3,40.4,26,7.5,5.9,13.9,19.6,118.1,0.731707317,-0.039570343,0.131450361,0.083703284,0.131450361,0.1611427,0.1611427,0.007668252,-0.003830538,-0.111833489,0.460691902,0.02722793,0.003830538,0.011520412,-0.089890558,0.460691902,0.062190042,-0.007668252,0.144282402,-0.019298218,-0.096550463,0.460691902,0.460691902
1,2,Golden State Warriors,2019,West,1,82,57,25,241.5,44,89.8,0.491,13.3,34.4,0.385,30.8,55.3,0.557,16.3,20.4,0.801,9.7,36.5,29.4,7.6,6.4,14.3,21.4,117.7,0.695121951,-0.003798581,0.456848546,0.023045917,0.456848546,0.130353726,0.061671217,0.130353726,0.031011139,-0.056902779,0.159798355,-0.066628652,-0.130353726,0.095744984,-0.052296363,0.130353726,0.456848546,0.007604279,0.456848546,0.043482863,0.04782943,0.159798355,0.130353726
2,3,New Orleans Pelicans,2019,West,0,82,33,49,240.9,43.7,92.2,0.473,10.3,29.9,0.344,33.4,62.4,0.536,17.8,23.4,0.761,11.1,36.2,27,7.4,5.4,14.8,21.1,115.4,0.402439024,-0.140270642,0.270044244,0.22028558,0.140270642,-0.073481964,-0.066312301,-0.121348602,0.772031225,0.187411468,0.104218576,0.025798195,0.045628786,-0.03234011,0.104218576,0.130544501,0.22028558,-0.045628786,0.121348602,0.121348602,0.038945439,0.22028558,-0.104218576
3,4,Philadelphia 76ers,2019,East,1,82,51,31,241.5,41.5,88.2,0.471,10.8,30.2,0.359,30.7,58,0.529,21.2,27.5,0.771,10.9,36.9,26.9,7.4,5.3,14.9,21.3,115.2,0.62195122,-0.010461559,0.031463325,-0.096632583,0.183499964,-0.074362033,-0.074362033,0.15671423,0.042043771,0.010461559,0.144027841,0.440095842,0.440095842,-0.010461559,0.096632583,0.440095842,0.305427757,-0.074362033,0.119754845,0.228601527,0.096632583,0.305427757,0.197763945
4,5,Los Angeles Clippers,2019,West,1,82,48,34,241.8,41.3,87.5,0.471,10,25.8,0.388,31.3,61.7,0.507,22.6,28.5,0.792,9.7,35.8,24,6.8,4.7,14.5,23.3,115.1,0.585365854,0.03142776,-0.010369969,-0.097924552,0.090861617,-0.105345358,-0.177763621,0.217917317,0.084101154,0.113194051,-0.077598426,0.623005219,0.623005219,0.090861617,-0.071316649,0.084101154,-0.026097464,-0.090861617,-0.065225084,0.071316649,0.177763621,0.130567614,0.036821013
5,6,Portland Trail Blazers,2019,West,1,82,53,29,242.1,42.3,90.6,0.467,11,30.7,0.359,31.3,59.8,0.523,19,23.3,0.814,11.8,36.2,23,6.7,5,13.8,20.4,114.7,0.646341463,0.170533051,0.19968071,0.215202467,0.080919163,-0.045751126,-0.057352713,0.170533051,0.184823677,0.156727995,0.034237713,0.267147327,0.045751126,0.47890282,0.390659634,0.231510692,-0.248759259,-0.248759259,-0.022789412,-0.092937888,-0.092937888,0.248759259,0.267147327
6,7,Oklahoma City Thunder,2019,West,1,82,49,33,242.1,42.6,94,0.454,11.4,32.6,0.348,31.3,61.3,0.51,17.8,25,0.713,12.6,35.5,23.4,9.3,5.2,14,22.4,114.5,0.597560976,0.068055376,0.106611661,0.546388076,-0.027562776,0.027562776,0.022888,-0.068055376,0.073758399,0.073758399,-0.032292767,0.018258104,0.099273454,-0.155902262,0.546388076,0.037089133,-0.068055376,0.546388076,0.032292767,0,0.132636334,0.085881797,0.057203707
7,8,Toronto Raptors,2019,East,1,82,58,24,242.4,42.2,89.1,0.474,12.4,33.8,0.366,29.8,55.3,0.539,17.7,22,0.804,9.6,35.6,25.4,8.3,5.3,14,21,114.4,0.707317073,0.297981058,0.162758665,0,0.297981058,0.191935428,0.109199653,0.258331161,-0.035555131,-0.17709492,0.223483151,0,-0.135328966,0.405691659,-0.223483151,0.148856512,0.047511564,0.191935428,0.135328966,0,0.035555131,0.191935428,0.497330317
8,9,Sacramento Kings,2019,West,0,82,39,43,240.6,43.2,93.1,0.464,11.3,29.9,0.378,31.9,63.2,0.504,16.5,22.7,0.726,11,34.4,25.4,8.3,4.4,13.4,21.4,114.2,0.475609756,-0.224998824,0.191421335,0.275822128,0.006556593,0.006556593,-0.067731123,0.191421335,0.191421335,0.788549655,-0.153862415,-0.075054188,-0.053527198,-0.191421335,0.08255664,-0.046605062,0.026350175,0.106448443,-0.13333764,-0.115005291,0.08255664,0.09026685,-0.033032061
9,10,Washington Wizards,2019,East,0,82,32,50,243,42.1,90.1,0.468,11.3,33.3,0.341,30.8,56.8,0.543,18.4,23.9,0.768,9.7,32.7,26.3,8.3,4.6,14.1,20.7,114,0.390243902,0.508786304,0.12493801,0.138446264,0.12493801,0.012094406,0.08596851,-0.304845042,0.098737203,-0.036374143,0.353099132,0.152285417,0.152285417,-0.036374143,-0.166507805,-0.353099132,0.283817292,0.196356654,-0.196356654,0.073376517,-0.048605992,0.138446264,-0.264281811
10,11,Houston Rockets,2019,West,1,82,53,29,241.8,39.2,87.4,0.449,16.1,45.4,0.356,23.1,42,0.551,19.3,24.4,0.791,10.2,31.9,21.2,8.5,4.9,13.3,22,113.9,0.646341463,0.02341485,-0.084333778,-0.090567657,-0.078486209,0.464162058,0.464162058,0.035648891,-0.464162058,-0.464162058,0.132440509,0.132440509,0.072957433,0.053133556,0.007726013,-0.145369207,-0.132440509,0.097277728,-0.027433024,-0.084333778,0.078486209,0.035648891,0.090567657
11,12,Atlanta Hawks,2019,East,0,82,29,53,242.1,41.4,91.8,0.451,13,37,0.352,28.4,54.8,0.518,17.6,23.4,0.752,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,0.353658537,0.08045977,0.005371143,0.156811841,-0.061484188,0.156811841,0.184318429,-0.005371143,-0.061484188,-0.101535396,0.005371143,-0.021585992,0.038178741,-0.067630176,0.156811841,-0.021585992,0.061484188,0.049612823,0.01615381,0.645977747,0.645977747,0.038178741,-0.135382129
12,13,Minnesota Timberwolves,2019,West,0,82,36,46,241.8,41.6,91.3,0.456,10.1,28.7,0.351,31.5,62.5,0.504,19.1,24.3,0.787,11.3,33.5,24.6,8.3,5,13.1,20.3,112.5,0.43902439,0.070121189,0.058228307,0.291320679,-0.034760414,-0.187645348,-0.291320679,-0.070121189,0.252557024,0.396623767,-0.271225819,0.33743399,0.187645348,0.132304135,0.252557024,-0.252557024,0.011557841,0.187645348,-0.023137334,-0.33743399,-0.145529318,0.058228307,-0.132304135
13,14,Boston Celtics,2019,East,1,82,49,33,241.2,42.1,90.5,0.465,12.6,34.5,0.365,29.5,56,0.527,15.6,19.5,0.802,9.8,34.7,26.3,8.6,5.3,12.8,20.4,112.4,0.597560976,-0.111209585,0.111209585,0.16126652,0.032377283,0.235242024,0.203508662,0.203508662,-0.054236245,-0.054236245,0.111209585,-0.369431728,-0.452879901,0.31429993,-0.0994396,-0.01076545,0.25263091,0.31429993,0.123233526,-0.369431728,-0.087887772,0.032377283,0.135552007
14,15,Brooklyn Nets,2019,East,1,82,42,40,243.7,40.3,89.7,0.449,12.8,36.2,0.353,27.5,53.6,0.513,19,25.5,0.745,11,35.6,23.8,6.6,4.1,15.1,21.5,112.2,0.512195122,0.795443222,-0.061092172,0.019891457,-0.134503288,0.166706667,0.166706667,0.013240213,-0.193094757,-0.144524377,-0.02658053,0.155207493,0.208752232,-0.125028521,0.083278357,0.083278357,-0.075710318,-0.179234075,-0.226965783,0.179234075,0.107379025,0.006613911,0.013240213
